Home_Team,Away_Team,Pace_Diff,Off_Rating_Diff,Def_Rating_Diff,Matchup_Risk_Score
Milwaukee Bucks,Atlanta Hawks,3.8,1.8,2.3,2.9
Milwaukee Bucks,Chicago Bulls,3.6,1.3,2.8,2.75
Milwaukee Bucks,Washington Wizards,2.3,8.5,5.9,4.88
Milwaukee Bucks,Utah Jazz,1.0,4.2,6.4,3.04
Milwaukee Bucks,Denver Nuggets,0.9,4.7,2.9,2.44
Milwaukee Bucks,Detroit Pistons,0.9,1.0,0.7,0.89
Milwaukee Bucks,Cleveland Cavaliers,0.7,7.2,1.0,2.71
Milwaukee Bucks,Oklahoma City Thunder,0.6,4.7,5.6,2.83
Milwaukee Bucks,Indiana Pacers,0.5,1.0,1.8,0.91
Milwaukee Bucks,Toronto Raptors,0.3,4.8,2.7,2.13
Milwaukee Bucks,San Antonio Spurs,0.2,0.4,3.9,1.0
Milwaukee Bucks,Dallas Mavericks,0.1,0.2,3.0,0.71
Milwaukee Bucks,New Orleans Pelicans,0.1,4.6,6.4,2.71
Milwaukee Bucks,Golden State Warriors,0.0,1.2,1.0,0.56
Milwaukee Bucks,Portland Trail Blazers,0.1,4.3,2.2,1.78
Milwaukee Bucks,Houston Rockets,0.2,1.9,2.8,1.23
Milwaukee Bucks,Sacramento Kings,0.7,1.4,3.3,1.43
Milwaukee Bucks,Charlotte Hornets,1.3,7.9,3.3,3.68
Milwaukee Bucks,Los Angeles Lakers,1.4,0.2,0.7,0.9
Milwaukee Bucks,Minnesota Timberwolves,1.6,0.5,1.6,1.27
Milwaukee Bucks,LA Clippers,1.7,1.4,1.9,1.65
Milwaukee Bucks,New York Knicks,2.0,2.7,1.8,2.17
Milwaukee Bucks,Philadelphia 76ers,2.0,2.9,4.8,2.83
Milwaukee Bucks,Phoenix Suns,2.1,1.8,5.0,2.59
Milwaukee Bucks,Boston Celtics,2.8,4.7,1.9,3.19
Milwaukee Bucks,Orlando Magic,2.9,6.9,2.8,4.08
Milwaukee Bucks,Brooklyn Nets,3.0,6.3,2.2,3.83
Milwaukee Bucks,Miami Heat,3.3,3.4,1.2,2.91
Golden State Warriors,Memphis Grizzlies,4.8,3.1,0.8,3.49
Golden State Warriors,Atlanta Hawks,3.8,0.6,3.3,2.74
Golden State Warriors,Chicago Bulls,3.6,0.1,3.8,2.59
Golden State Warriors,Washington Wizards,2.3,7.3,6.9,4.72
Golden State Warriors,Utah Jazz,1.0,3.0,7.4,2.88
Golden State Warriors,Denver Nuggets,0.9,5.9,3.9,3.0
Golden State Warriors,Detroit Pistons,0.9,0.2,0.3,0.57
Golden State Warriors,Cleveland Cavaliers,0.7,8.4,0.0,2.87
Golden State Warriors,Oklahoma City Thunder,0.6,5.9,4.6,2.99
Golden State Warriors,Indiana Pacers,0.5,2.2,2.8,1.47
Golden State Warriors,Toronto Raptors,0.3,3.6,3.7,1.97
Golden State Warriors,San Antonio Spurs,0.2,0.8,4.9,1.32
Golden State Warriors,Dallas Mavericks,0.1,1.4,4.0,1.27
Golden State Warriors,New Orleans Pelicans,0.1,3.4,7.4,2.55
Golden State Warriors,Milwaukee Bucks,0.0,1.2,1.0,0.56
Golden State Warriors,Portland Trail Blazers,0.1,3.1,3.2,1.62
Golden State Warriors,Houston Rockets,0.2,0.7,1.8,0.67
Golden State Warriors,Sacramento Kings,0.7,2.6,4.3,1.99
Golden State Warriors,Charlotte Hornets,1.3,6.7,4.3,3.52
Golden State Warriors,Los Angeles Lakers,1.4,1.4,1.7,1.46
Golden State Warriors,Minnesota Timberwolves,1.6,1.7,0.6,1.43
Golden State Warriors,LA Clippers,1.7,0.2,0.9,1.09
Golden State Warriors,New York Knicks,2.0,3.9,2.8,2.73
Golden State Warriors,Philadelphia 76ers,2.0,1.7,5.8,2.67
Golden State Warriors,Phoenix Suns,2.1,3.0,6.0,3.15
Golden State Warriors,Boston Celtics,2.8,5.9,0.9,3.35
Golden State Warriors,Orlando Magic,2.9,5.7,1.8,3.52
Golden State Warriors,Brooklyn Nets,3.0,5.1,3.2,3.67
Golden State Warriors,Miami Heat,3.3,2.2,2.2,2.75
Portland Trail Blazers,Memphis Grizzlies,4.9,6.2,2.4,4.79
Portland Trail Blazers,Atlanta Hawks,3.9,2.5,0.1,2.72
Portland Trail Blazers,Chicago Bulls,3.7,3.0,0.6,2.87
Portland Trail Blazers,Washington Wizards,2.4,4.2,3.7,3.2
Portland Trail Blazers,Utah Jazz,1.1,0.1,4.2,1.42
Portland Trail Blazers,Denver Nuggets,1.0,9.0,0.7,3.34
Portland Trail Blazers,Detroit Pistons,1.0,3.3,2.9,2.07
Portland Trail Blazers,Cleveland Cavaliers,0.8,11.5,3.2,4.49
Portland Trail Blazers,Oklahoma City Thunder,0.7,9.0,7.8,4.61
Portland Trail Blazers,Indiana Pacers,0.6,5.3,0.4,1.97
Portland Trail Blazers,Toronto Raptors,0.4,0.5,0.5,0.45
Portland Trail Blazers,San Antonio Spurs,0.3,3.9,1.7,1.66
Portland Trail Blazers,Dallas Mavericks,0.2,4.5,0.8,1.61
Portland Trail Blazers,New Orleans Pelicans,0.2,0.3,4.2,1.03
Portland Trail Blazers,Milwaukee Bucks,0.1,4.3,2.2,1.78
Portland Trail Blazers,Golden State Warriors,0.1,3.1,3.2,1.62
Portland Trail Blazers,Houston Rockets,0.1,2.4,5.0,1.77
Portland Trail Blazers,Sacramento Kings,0.6,5.7,1.1,2.23
Portland Trail Blazers,Charlotte Hornets,1.2,3.6,1.1,1.9
Portland Trail Blazers,Los Angeles Lakers,1.3,4.5,1.5,2.3
Portland Trail Blazers,Minnesota Timberwolves,1.5,4.8,3.8,2.95
Portland Trail Blazers,LA Clippers,1.6,2.9,4.1,2.49
Portland Trail Blazers,New York Knicks,1.9,7.0,0.4,3.13
Portland Trail Blazers,Philadelphia 76ers,1.9,1.4,2.6,1.89
Portland Trail Blazers,Phoenix Suns,2.0,6.1,2.8,3.39
Portland Trail Blazers,Boston Celtics,2.7,9.0,4.1,4.87
Portland Trail Blazers,Orlando Magic,2.8,2.6,5.0,3.18
Portland Trail Blazers,Brooklyn Nets,2.9,2.0,0.0,2.05
Portland Trail Blazers,Miami Heat,3.2,0.9,1.0,2.07
Houston Rockets,Memphis Grizzlies,5.0,3.8,2.6,4.16
Houston Rockets,Atlanta Hawks,4.0,0.1,5.1,3.05
Houston Rockets,Chicago Bulls,3.8,0.6,5.6,3.2
Houston Rockets,Washington Wizards,2.5,6.6,8.7,4.97
Houston Rockets,Utah Jazz,1.2,2.3,9.2,3.13
Houston Rockets,Denver Nuggets,1.1,6.6,5.7,3.67
Houston Rockets,Detroit Pistons,1.1,0.9,2.1,1.24
Houston Rockets,Cleveland Cavaliers,0.9,9.1,1.8,3.54
Houston Rockets,Oklahoma City Thunder,0.8,6.6,2.8,2.94
Houston Rockets,Indiana Pacers,0.7,2.9,4.6,2.14
Houston Rockets,Toronto Raptors,0.5,2.9,5.5,2.22
Houston Rockets,San Antonio Spurs,0.4,1.5,6.7,1.99
Houston Rockets,Dallas Mavericks,0.3,2.1,5.8,1.94
Houston Rockets,New Orleans Pelicans,0.3,2.7,9.2,2.8
Houston Rockets,Milwaukee Bucks,0.2,1.9,2.8,1.23
Houston Rockets,Golden State Warriors,0.2,0.7,1.8,0.67
Houston Rockets,Portland Trail Blazers,0.1,2.4,5.0,1.77
Houston Rockets,Sacramento Kings,0.5,3.3,6.1,2.46
Houston Rockets,Charlotte Hornets,1.1,6.0,6.1,3.57
Houston Rockets,Los Angeles Lakers,1.2,2.1,3.5,1.93
Houston Rockets,Minnesota Timberwolves,1.4,2.4,1.2,1.66
Houston Rockets,LA Clippers,1.5,0.5,0.9,1.08
Houston Rockets,New York Knicks,1.8,4.6,4.6,3.2
Houston Rockets,Philadelphia 76ers,1.8,1.0,7.6,2.72
Houston Rockets,Phoenix Suns,1.9,3.7,7.8,3.62
Houston Rockets,Boston Celtics,2.6,6.6,0.9,3.46
Houston Rockets,Orlando Magic,2.7,5.0,0.0,2.85
Houston Rockets,Brooklyn Nets,2.8,4.4,5.0,3.72
Houston Rockets,Miami Heat,3.1,1.5,4.0,2.8
Sacramento Kings,Memphis Grizzlies,5.5,0.5,3.5,3.6
Sacramento Kings,Atlanta Hawks,4.5,3.2,1.0,3.41
Sacramento Kings,Chicago Bulls,4.3,2.7,0.5,3.06
Sacramento Kings,Washington Wizards,3.0,9.9,2.6,4.99
Sacramento Kings,Utah Jazz,1.7,5.6,3.1,3.15
Sacramento Kings,Denver Nuggets,1.6,3.3,0.4,1.87
Sacramento Kings,Detroit Pistons,1.6,2.4,4.0,2.32
Sacramento Kings,Cleveland Cavaliers,1.4,5.8,4.3,3.3
Sacramento Kings,Oklahoma City Thunder,1.3,3.3,8.9,3.42
Sacramento Kings,Indiana Pacers,1.2,0.4,1.5,1.02
Sacramento Kings,Toronto Raptors,1.0,6.2,0.6,2.48
Sacramento Kings,San Antonio Spurs,0.9,1.8,0.6,1.11
Sacramento Kings,Dallas Mavericks,0.8,1.2,0.3,0.82
Sacramento Kings,New Orleans Pelicans,0.8,6.0,3.1,2.82
Sacramento Kings,Milwaukee Bucks,0.7,1.4,3.3,1.43
Sacramento Kings,Golden State Warriors,0.7,2.6,4.3,1.99
Sacramento Kings,Portland Trail Blazers,0.6,5.7,1.1,2.23
Sacramento Kings,Houston Rockets,0.5,3.3,6.1,2.46
Sacramento Kings,Charlotte Hornets,0.6,9.3,0.0,3.09
Sacramento Kings,Los Angeles Lakers,0.7,1.2,2.6,1.23
Sacramento Kings,Minnesota Timberwolves,0.9,0.9,4.9,1.7
Sacramento Kings,LA Clippers,1.0,2.8,5.2,2.38
Sacramento Kings,New York Knicks,1.3,1.3,1.5,1.34
Sacramento Kings,Philadelphia 76ers,1.3,4.3,1.5,2.24
Sacramento Kings,Phoenix Suns,1.4,0.4,1.7,1.16
Sacramento Kings,Boston Celtics,2.1,3.3,5.2,3.08
Sacramento Kings,Orlando Magic,2.2,8.3,6.1,4.81
Sacramento Kings,Brooklyn Nets,2.3,7.7,1.1,3.68
Sacramento Kings,Miami Heat,2.6,4.8,2.1,3.16
Charlotte Hornets,Memphis Grizzlies,6.1,9.8,3.5,6.69
Charlotte Hornets,Atlanta Hawks,5.1,6.1,1.0,4.58
Charlotte Hornets,Chicago Bulls,4.9,6.6,0.5,4.53
Charlotte Hornets,Washington Wizards,3.6,0.6,2.6,2.5
Charlotte Hornets,Utah Jazz,2.3,3.7,3.1,2.88
Charlotte Hornets,Denver Nuggets,2.2,12.6,0.4,4.96
Charlotte Hornets,Detroit Pistons,2.2,6.9,4.0,3.97
Charlotte Hornets,Cleveland Cavaliers,2.0,15.1,4.3,6.39
Charlotte Hornets,Oklahoma City Thunder,1.9,12.6,8.9,6.51
Charlotte Hornets,Indiana Pacers,1.8,8.9,1.5,3.87
Charlotte Hornets,Toronto Raptors,1.6,3.1,0.6,1.85
Charlotte Hornets,San Antonio Spurs,1.5,7.5,0.6,3.12
Charlotte Hornets,Dallas Mavericks,1.4,8.1,0.3,3.19
Charlotte Hornets,New Orleans Pelicans,1.4,3.3,3.1,2.31
Charlotte Hornets,Milwaukee Bucks,1.3,7.9,3.3,3.68
Charlotte Hornets,Golden State Warriors,1.3,6.7,4.3,3.52
Charlotte Hornets,Portland Trail Blazers,1.2,3.6,1.1,1.9
Charlotte Hornets,Houston Rockets,1.1,6.0,6.1,3.57
Charlotte Hornets,Sacramento Kings,0.6,9.3,0.0,3.09
Charlotte Hornets,Los Angeles Lakers,0.1,8.1,2.6,3.0
Charlotte Hornets,Minnesota Timberwolves,0.3,8.4,4.9,3.65
Charlotte Hornets,LA Clippers,0.4,6.5,5.2,3.19
Charlotte Hornets,New York Knicks,0.7,10.6,1.5,3.83
Charlotte Hornets,Philadelphia 76ers,0.7,5.0,1.5,2.15
Charlotte Hornets,Phoenix Suns,0.8,9.7,1.7,3.65
Charlotte Hornets,Boston Celtics,1.5,12.6,5.2,5.57
Charlotte Hornets,Orlando Magic,1.6,1.0,6.1,2.32
Charlotte Hornets,Brooklyn Nets,1.7,1.6,1.1,1.55
Charlotte Hornets,Miami Heat,2.0,4.5,2.1,2.77
Los Angeles Lakers,Memphis Grizzlies,6.2,1.7,0.9,3.79
Los Angeles Lakers,Atlanta Hawks,5.2,2.0,1.6,3.52
Los Angeles Lakers,Chicago Bulls,5.0,1.5,2.1,3.37
Los Angeles Lakers,Washington Wizards,3.7,8.7,5.2,5.5
Los Angeles Lakers,Utah Jazz,2.4,4.4,5.7,3.66
Los Angeles Lakers,Denver Nuggets,2.3,4.5,2.2,2.94
Los Angeles Lakers,Detroit Pistons,2.3,1.2,1.4,1.79
Los Angeles Lakers,Cleveland Cavaliers,2.1,7.0,1.7,3.49
Los Angeles Lakers,Oklahoma City Thunder,2.0,4.5,6.3,3.61
Los Angeles Lakers,Indiana Pacers,1.9,0.8,1.1,1.41
Los Angeles Lakers,Toronto Raptors,1.7,5.0,2.0,2.75
Los Angeles Lakers,San Antonio Spurs,1.6,0.6,3.2,1.62
Los Angeles Lakers,Dallas Mavericks,1.5,0.0,2.3,1.21
Los Angeles Lakers,New Orleans Pelicans,1.5,4.8,5.7,3.33
Los Angeles Lakers,Milwaukee Bucks,1.4,0.2,0.7,0.9
Los Angeles Lakers,Golden State Warriors,1.4,1.4,1.7,1.46
Los Angeles Lakers,Portland Trail Blazers,1.3,4.5,1.5,2.3
Los Angeles Lakers,Houston Rockets,1.2,2.1,3.5,1.93
Los Angeles Lakers,Sacramento Kings,0.7,1.2,2.6,1.23
Los Angeles Lakers,Charlotte Hornets,0.1,8.1,2.6,3.0
Los Angeles Lakers,Minnesota Timberwolves,0.2,0.3,2.3,0.65
Los Angeles Lakers,LA Clippers,0.3,1.6,2.6,1.15
Los Angeles Lakers,New York Knicks,0.6,2.5,1.1,1.27
Los Angeles Lakers,Philadelphia 76ers,0.6,3.1,4.1,2.05
Los Angeles Lakers,Phoenix Suns,0.7,1.6,4.3,1.69
Los Angeles Lakers,Boston Celtics,1.4,4.5,2.6,2.57
Los Angeles Lakers,Orlando Magic,1.5,7.1,3.5,3.58
Los Angeles Lakers,Brooklyn Nets,1.6,6.5,1.5,3.05
Los Angeles Lakers,Miami Heat,1.9,3.6,0.5,2.13
Minnesota Timberwolves,Memphis Grizzlies,6.4,1.4,1.4,3.9
Minnesota Timberwolves,Atlanta Hawks,5.4,2.3,3.9,4.17
Minnesota Timberwolves,Chicago Bulls,5.2,1.8,4.4,4.02
Minnesota Timberwolves,Washington Wizards,3.9,9.0,7.5,6.15
Minnesota Timberwolves,Utah Jazz,2.6,4.7,8.0,4.31
Minnesota Timberwolves,Denver Nuggets,2.5,4.2,4.5,3.41
Minnesota Timberwolves,Detroit Pistons,2.5,1.5,0.9,1.88
Minnesota Timberwolves,Cleveland Cavaliers,2.3,6.7,0.6,3.28
Minnesota Timberwolves,Oklahoma City Thunder,2.2,4.2,4.0,3.16
Minnesota Timberwolves,Indiana Pacers,2.1,0.5,3.4,1.88
Minnesota Timberwolves,Toronto Raptors,1.9,5.3,4.3,3.4
Minnesota Timberwolves,San Antonio Spurs,1.8,0.9,5.5,2.27
Minnesota Timberwolves,Dallas Mavericks,1.7,0.3,4.6,1.86
Minnesota Timberwolves,New Orleans Pelicans,1.7,5.1,8.0,3.98
Minnesota Timberwolves,Milwaukee Bucks,1.6,0.5,1.6,1.27
Minnesota Timberwolves,Golden State Warriors,1.6,1.7,0.6,1.43
Minnesota Timberwolves,Portland Trail Blazers,1.5,4.8,3.8,2.95
Minnesota Timberwolves,Houston Rockets,1.4,2.4,1.2,1.66
Minnesota Timberwolves,Sacramento Kings,0.9,0.9,4.9,1.7
Minnesota Timberwolves,Charlotte Hornets,0.3,8.4,4.9,3.65
Minnesota Timberwolves,Los Angeles Lakers,0.2,0.3,2.3,0.65
Minnesota Timberwolves,LA Clippers,0.1,1.9,0.3,0.68
Minnesota Timberwolves,New York Knicks,0.4,2.2,3.4,1.54
Minnesota Timberwolves,Philadelphia 76ers,0.4,3.4,6.4,2.5
Minnesota Timberwolves,Phoenix Suns,0.5,1.3,6.6,1.96
Minnesota Timberwolves,Boston Celtics,1.2,4.2,0.3,1.92
Minnesota Timberwolves,Orlando Magic,1.3,7.4,1.2,3.11
Minnesota Timberwolves,Brooklyn Nets,1.4,6.8,3.8,3.5
Minnesota Timberwolves,Miami Heat,1.7,3.9,2.8,2.58
LA Clippers,Memphis Grizzlies,6.5,3.3,1.7,4.58
LA Clippers,Atlanta Hawks,5.5,0.4,4.2,3.71
LA Clippers,Chicago Bulls,5.3,0.1,4.7,3.62
LA Clippers,Washington Wizards,4.0,7.1,7.8,5.69
LA Clippers,Utah Jazz,2.7,2.8,8.3,3.85
LA Clippers,Denver Nuggets,2.6,6.1,4.8,4.09
LA Clippers,Detroit Pistons,2.6,0.4,1.2,1.66
LA Clippers,Cleveland Cavaliers,2.4,8.6,0.9,3.96
LA Clippers,Oklahoma City Thunder,2.3,6.1,3.7,3.72
LA Clippers,Indiana Pacers,2.2,2.4,3.7,2.56
LA Clippers,Toronto Raptors,2.0,3.4,4.6,2.94
LA Clippers,San Antonio Spurs,1.9,1.0,5.8,2.41
LA Clippers,Dallas Mavericks,1.8,1.6,4.9,2.36
LA Clippers,New Orleans Pelicans,1.8,3.2,8.3,3.52
LA Clippers,Milwaukee Bucks,1.7,1.4,1.9,1.65
LA Clippers,Golden State Warriors,1.7,0.2,0.9,1.09
LA Clippers,Portland Trail Blazers,1.6,2.9,4.1,2.49
LA Clippers,Houston Rockets,1.5,0.5,0.9,1.08
LA Clippers,Sacramento Kings,1.0,2.8,5.2,2.38
LA Clippers,Charlotte Hornets,0.4,6.5,5.2,3.19
LA Clippers,Los Angeles Lakers,0.3,1.6,2.6,1.15
LA Clippers,Minnesota Timberwolves,0.1,1.9,0.3,0.68
LA Clippers,New York Knicks,0.3,4.1,3.7,2.12
LA Clippers,Philadelphia 76ers,0.3,1.5,6.7,1.94
LA Clippers,Phoenix Suns,0.4,3.2,6.9,2.54
LA Clippers,Boston Celtics,1.1,6.1,0.0,2.38
LA Clippers,Orlando Magic,1.2,5.5,0.9,2.43
LA Clippers,Brooklyn Nets,1.3,4.9,4.1,2.94
LA Clippers,Miami Heat,1.6,2.0,3.1,2.02
New York Knicks,Memphis Grizzlies,6.8,0.8,2.0,4.04
New York Knicks,Atlanta Hawks,5.8,4.5,0.5,4.35
New York Knicks,Chicago Bulls,5.6,4.0,1.0,4.2
New York Knicks,Washington Wizards,4.3,11.2,4.1,6.33
New York Knicks,Utah Jazz,3.0,6.9,4.6,4.49
New York Knicks,Denver Nuggets,2.9,2.0,1.1,2.27
New York Knicks,Detroit Pistons,2.9,3.7,2.5,3.06
New York Knicks,Cleveland Cavaliers,2.7,4.5,2.8,3.26
New York Knicks,Oklahoma City Thunder,2.6,2.0,7.4,3.38
New York Knicks,Indiana Pacers,2.5,1.7,0.0,1.76
New York Knicks,Toronto Raptors,2.3,7.5,0.9,3.58
New York Knicks,San Antonio Spurs,2.2,3.1,2.1,2.45
New York Knicks,Dallas Mavericks,2.1,2.5,1.2,2.04
New York Knicks,New Orleans Pelicans,2.1,7.3,4.6,4.16
New York Knicks,Milwaukee Bucks,2.0,2.7,1.8,2.17
New York Knicks,Golden State Warriors,2.0,3.9,2.8,2.73
New York Knicks,Portland Trail Blazers,1.9,7.0,0.4,3.13
New York Knicks,Houston Rockets,1.8,4.6,4.6,3.2
New York Knicks,Sacramento Kings,1.3,1.3,1.5,1.34
New York Knicks,Charlotte Hornets,0.7,10.6,1.5,3.83
New York Knicks,Los Angeles Lakers,0.6,2.5,1.1,1.27
New York Knicks,Minnesota Timberwolves,0.4,2.2,3.4,1.54
New York Knicks,LA Clippers,0.3,4.1,3.7,2.12
New York Knicks,Philadelphia 76ers,0.0,5.6,3.0,2.28
New York Knicks,Phoenix Suns,0.1,0.9,3.2,0.96
New York Knicks,Boston Celtics,0.8,2.0,3.7,1.74
New York Knicks,Orlando Magic,0.9,9.6,4.6,4.25
New York Knicks,Brooklyn Nets,1.0,9.0,0.4,3.28
New York Knicks,Miami Heat,1.3,6.1,0.6,2.6
Philadelphia 76ers,Memphis Grizzlies,6.8,4.8,5.0,5.84
Philadelphia 76ers,Atlanta Hawks,5.8,1.1,2.5,3.73
Philadelphia 76ers,Chicago Bulls,5.6,1.6,2.0,3.68
Philadelphia 76ers,Washington Wizards,4.3,5.6,1.1,4.05
Philadelphia 76ers,Utah Jazz,3.0,1.3,1.6,2.21
Philadelphia 76ers,Denver Nuggets,2.9,7.6,1.9,4.11
Philadelphia 76ers,Detroit Pistons,2.9,1.9,5.5,3.12
Philadelphia 76ers,Cleveland Cavaliers,2.7,10.1,5.8,5.54
Philadelphia 76ers,Oklahoma City Thunder,2.6,7.6,10.4,5.66
Philadelphia 76ers,Indiana Pacers,2.5,3.9,3.0,3.02
Philadelphia 76ers,Toronto Raptors,2.3,1.9,2.1,2.14
Philadelphia 76ers,San Antonio Spurs,2.2,2.5,0.9,2.03
Philadelphia 76ers,Dallas Mavericks,2.1,3.1,1.8,2.34
Philadelphia 76ers,New Orleans Pelicans,2.1,1.7,1.6,1.88
Philadelphia 76ers,Milwaukee Bucks,2.0,2.9,4.8,2.83
Philadelphia 76ers,Golden State Warriors,2.0,1.7,5.8,2.67
Philadelphia 76ers,Portland Trail Blazers,1.9,1.4,2.6,1.89
Philadelphia 76ers,Houston Rockets,1.8,1.0,7.6,2.72
Philadelphia 76ers,Sacramento Kings,1.3,4.3,1.5,2.24
Philadelphia 76ers,Charlotte Hornets,0.7,5.0,1.5,2.15
Philadelphia 76ers,Los Angeles Lakers,0.6,3.1,4.1,2.05
Philadelphia 76ers,Minnesota Timberwolves,0.4,3.4,6.4,2.5
Philadelphia 76ers,LA Clippers,0.3,1.5,6.7,1.94
Philadelphia 76ers,New York Knicks,0.0,5.6,3.0,2.28
Philadelphia 76ers,Phoenix Suns,0.1,4.7,0.2,1.5
Philadelphia 76ers,Boston Celtics,0.8,7.6,6.7,4.02
Philadelphia 76ers,Orlando Magic,0.9,4.0,7.6,3.17
Philadelphia 76ers,Brooklyn Nets,1.0,3.4,2.6,2.04
Philadelphia 76ers,Miami Heat,1.3,0.5,3.6,1.52
Phoenix Suns,Memphis Grizzlies,6.9,0.1,5.2,4.52
Phoenix Suns,Atlanta Hawks,5.9,3.6,2.7,4.57
Phoenix Suns,Chicago Bulls,5.7,3.1,2.2,4.22
Phoenix Suns,Washington Wizards,4.4,10.3,0.9,5.47
Phoenix Suns,Utah Jazz,3.1,6.0,1.4,3.63
Phoenix Suns,Denver Nuggets,3.0,2.9,2.1,2.79
Phoenix Suns,Detroit Pistons,3.0,2.8,5.7,3.48
Phoenix Suns,Cleveland Cavaliers,2.8,5.4,6.0,4.22
Phoenix Suns,Oklahoma City Thunder,2.7,2.9,10.6,4.34
Phoenix Suns,Indiana Pacers,2.6,0.8,3.2,2.18
Phoenix Suns,Toronto Raptors,2.4,6.6,2.3,3.64
Phoenix Suns,San Antonio Spurs,2.3,2.2,1.1,2.03
Phoenix Suns,Dallas Mavericks,2.2,1.6,2.0,1.98
Phoenix Suns,New Orleans Pelicans,2.2,6.4,1.4,3.3
Phoenix Suns,Milwaukee Bucks,2.1,1.8,5.0,2.59
Phoenix Suns,Golden State Warriors,2.1,3.0,6.0,3.15
Phoenix Suns,Portland Trail Blazers,2.0,6.1,2.8,3.39
Phoenix Suns,Houston Rockets,1.9,3.7,7.8,3.62
Phoenix Suns,Sacramento Kings,1.4,0.4,1.7,1.16
Phoenix Suns,Charlotte Hornets,0.8,9.7,1.7,3.65
Phoenix Suns,Los Angeles Lakers,0.7,1.6,4.3,1.69
Phoenix Suns,Minnesota Timberwolves,0.5,1.3,6.6,1.96
Phoenix Suns,LA Clippers,0.4,3.2,6.9,2.54
Phoenix Suns,New York Knicks,0.1,0.9,3.2,0.96
Phoenix Suns,Philadelphia 76ers,0.1,4.7,0.2,1.5
Phoenix Suns,Boston Celtics,0.7,2.9,6.9,2.6
Phoenix Suns,Orlando Magic,0.8,8.7,7.8,4.57
Phoenix Suns,Brooklyn Nets,0.9,8.1,2.8,3.44
Phoenix Suns,Miami Heat,1.2,5.2,3.8,2.92
Boston Celtics,Memphis Grizzlies,7.6,2.8,1.7,4.98
Boston Celtics,Atlanta Hawks,6.6,6.5,4.2,6.09
Boston Celtics,Chicago Bulls,6.4,6.0,4.7,5.94
Boston Celtics,Washington Wizards,5.1,13.2,7.8,8.07
Boston Celtics,Utah Jazz,3.8,8.9,8.3,6.23
Boston Celtics,Denver Nuggets,3.7,0.0,4.8,2.81
Boston Celtics,Detroit Pistons,3.7,5.7,1.2,3.8
Boston Celtics,Cleveland Cavaliers,3.5,2.5,0.9,2.68
Boston Celtics,Oklahoma City Thunder,3.4,0.0,3.7,2.44
Boston Celtics,Indiana Pacers,3.3,3.7,3.7,3.5
Boston Celtics,Toronto Raptors,3.1,9.5,4.6,5.32
Boston Celtics,San Antonio Spurs,3.0,5.1,5.8,4.19
Boston Celtics,Dallas Mavericks,2.9,4.5,4.9,3.78
Boston Celtics,New Orleans Pelicans,2.9,9.3,8.3,5.9
Boston Celtics,Milwaukee Bucks,2.8,4.7,1.9,3.19
Boston Celtics,Golden State Warriors,2.8,5.9,0.9,3.35
Boston Celtics,Portland Trail Blazers,2.7,9.0,4.1,4.87
Boston Celtics,Houston Rockets,2.6,6.6,0.9,3.46
Boston Celtics,Sacramento Kings,2.1,3.3,5.2,3.08
Boston Celtics,Charlotte Hornets,1.5,12.6,5.2,5.57
Boston Celtics,Los Angeles Lakers,1.4,4.5,2.6,2.57
Boston Celtics,Minnesota Timberwolves,1.2,4.2,0.3,1.92
Boston Celtics,LA Clippers,1.1,6.1,0.0,2.38
Boston Celtics,New York Knicks,0.8,2.0,3.7,1.74
Boston Celtics,Philadelphia 76ers,0.8,7.6,6.7,4.02
Boston Celtics,Phoenix Suns,0.7,2.9,6.9,2.6
Boston Celtics,Orlando Magic,0.1,11.6,0.9,3.71
Boston Celtics,Brooklyn Nets,0.2,11.0,4.1,4.22
Boston Celtics,Miami Heat,0.5,8.1,3.1,3.3
Orlando Magic,Memphis Grizzlies,7.7,8.8,2.6,7.01
Orlando Magic,Atlanta Hawks,6.7,5.1,5.1,5.9
Orlando Magic,Chicago Bulls,6.5,5.6,5.6,6.05
Orlando Magic,Washington Wizards,5.2,1.6,8.7,4.82
Orlando Magic,Utah Jazz,3.9,2.7,9.2,4.6
Orlando Magic,Denver Nuggets,3.8,11.6,5.7,6.52
Orlando Magic,Detroit Pistons,3.8,5.9,2.1,4.09
Orlando Magic,Cleveland Cavaliers,3.6,14.1,1.8,6.39
Orlando Magic,Oklahoma City Thunder,3.5,11.6,2.8,5.79
Orlando Magic,Indiana Pacers,3.4,7.9,4.6,4.99
Orlando Magic,Toronto Raptors,3.2,2.1,5.5,3.33
Orlando Magic,San Antonio Spurs,3.1,6.5,6.7,4.84
Orlando Magic,Dallas Mavericks,3.0,7.1,5.8,4.79
Orlando Magic,New Orleans Pelicans,3.0,2.3,9.2,4.03
Orlando Magic,Milwaukee Bucks,2.9,6.9,2.8,4.08
Orlando Magic,Golden State Warriors,2.9,5.7,1.8,3.52
Orlando Magic,Portland Trail Blazers,2.8,2.6,5.0,3.18
Orlando Magic,Houston Rockets,2.7,5.0,0.0,2.85
Orlando Magic,Sacramento Kings,2.2,8.3,6.1,4.81
Orlando Magic,Charlotte Hornets,1.6,1.0,6.1,2.32
Orlando Magic,Los Angeles Lakers,1.5,7.1,3.5,3.58
Orlando Magic,Minnesota Timberwolves,1.3,7.4,1.2,3.11
Orlando Magic,LA Clippers,1.2,5.5,0.9,2.43
